@TYPE	xy	xy	xy
@	subtitle	subtitle	subtitle
316,8400269	1,9850036	0,2937525	0,2746081
316,8800049	2,0322623	0,2983479	0,2818549
316,9200134	2,0272384	0,3060584	0,2865834
316,960022	2,0450003	0,3115242	0,2911787
317	2,113565	0,3098752	0,295367
317,0400085	2,0843658	0,3192571	0,2920836
317,0800171	2,0182424	0,2987303	0,2826234
317,1200256	2,1004529	0,3100953	0,2863695
317,1600037	2,0826797	0,3027457	0,2884007
317,2000122	2,0386443	0,3088648	0,2977553
317,2400208	2,1194942	0,2990657	0,2836353
317,2800293	2,1128976	0,310524	0,2968942
317,3200073	2,116967	0,2875456	0,2856822
317,3600159	2,0844438	0,2983003	0,2851585
317,4000244	2,0432546	0,3137351	0,3082748
317,4400024	2,1044786	0,3106592	0,2913251
317,480011	2,1004624	0,2978259	0,2902519
317,5200195	2,0900028	0,2979392	0,280236
317,5600281	2,0761268	0,3108605	0,2986375
317,6000061	2,0711477	0,3041255	0,2874921
317,6400146	2,1032693	0,2858586	0,2788044
317,6800232	2,1708951	0,2832341	0,2849503
317,7200012	2,1325772	0,301503	0,2811513
317,7600098	2,1097355	0,2935723	0,2940441
317,8000183	2,0957162	0,3236243	0,3057376
317,8400269	2,1204703	0,3204977	0,3017669
317,8800049	2,1073587	0,306376	0,293985
317,9200134	2,1161597	0,2979892	0,2825826
317,960022	2,0808892	0,3028853	0,2906763
318	2,0915105	0,3005431	0,2757012
318,0400085	2,0829334	0,2851924	0,2914836
318,0800171	2,1133339	0,2968164	0,29274
318,1200256	2,0894768	0,307798	0,294641
318,1600037	2,0550759	0,2916334	0,2962668
318,2000122	2,1167178	0,2929754	0,2885196
318,2400208	2,1015649	0,3195714	0,3059827
318,2800293	2,0077827	0,3112288	0,3015726
318,3200073	2,0503225	0,3111933	0,3029535
318,3600159	2,077533	0,30762	0,2919507
318,4000244	2,1058979	0,3043957	0,3021573
318,4400024	2,0459135	0,3022813	0,2898206
318,480011	2,0351	0,3111633	0,2855198
318,5200195	2,0410459	0,298152	0,2742891
318,5600281	2,0864971	0,2998053	0,2747356
318,6000061	2,1679161	0,3166558	0,2948174
318,6400146	2,0819569	0,3294652	0,3115405
318,6800232	2,0812521	0,3099679	0,3012577
318,7200012	2,1107855	0,3037065	0,298374
318,7600098	2,0754535	0,3119019	0,2990255
318,8000183	2,0713935	0,3018701	0,287515
318,8400269	2,083154	0,2956352	0,3011758
318,8800049	2,091253	0,3021877	0,2967149
318,9200134	2,1128705	0,3018506	0,2993264
318,960022	2,1178725	0,2868918	0,2882565
319	2,1198485	0,3048583	0,2994474
319,0400085	2,1165891	0,3040216	0,3050496
319,0800171	2,1399093	0,3025416	0,2996565
319,1200256	2,1077595	0,3063228	0,30448
319,1600037	2,1077852	0,3067413	0,301398
319,2000122	2,0872512	0,3032987	0,3066969
319,2400208	2,1563423	0,3034005	0,2878988
319,2800293	2,1407614	0,3032794	0,292761
319,3200073	2,0818136	0,2899491	0,296824
319,3600159	2,0798345	0,3033625	0,2995912
319,4000244	2,1613245	0,3165148	0,3107818
319,4400024	2,1076174	0,3159939	0,3042389
319,480011	2,1595924	0,3089211	0,2868943
319,5200195	2,1283669	0,3018992	0,2945519
319,5600281	2,0861185	0,2993861	0,2823719
319,6000061	2,0828288	0,2909499	0,2875071
319,6400146	2,073761	0,3068853	0,3015926
319,6800232	2,0588436	0,3171328	0,3075544
319,7200012	2,0361466	0,2943005	0,3021725
319,7600098	2,0535581	0,3092409	0,3014239
319,8000183	2,0892344	0,2959931	0,2968526
319,8400269	2,0738351	0,2950456	0,3060398
319,8800049	2,0887744	0,3130555	0,2977405
319,9200134	2,0479326	0,2937872	0,3034279
319,960022	2,1022384	0,2993544	0,2920417
320	2,1364098	0,2969825	0,2894683
320,0400085	2,0974731	0,29566	0,2892467
320,0800171	2,1002781	0,3070323	0,2893201
320,1200256	2,1025758	0,2904019	0,2871653
320,1600037	2,1271279	0,3064794	0,3043607
320,2000122	2,1417902	0,2933458	0,2921041
320,2400208	2,1213915	0,3176007	0,3016353
320,2800293	2,0320616	0,320787	0,3025605
320,3200073	2,105104	0,2977965	0,2889923
320,3600159	2,0852087	0,2958572	0,2943988
320,4000244	2,0895798	0,3028627	0,2979611
320,4400024	2,1308041	0,2932391	0,2917948
320,480011	2,0874314	0,3142843	0,3031863
320,5200195	2,0688334	0,2992902	0,2925479
320,5600281	2,0390189	0,3106583	0,2961395
320,6000061	2,0636525	0,2902196	0,2897738
320,6400146	2,090874	0,2979113	0,2858607
320,6800232	2,1315114	0,2956958	0,2796529
320,7200012	1,9364487	0,2781456	0,2712036
320,7600098	1,9751208	0,3099059	0,3028618
320,8000183	2,1035638	0,3165736	0,3086251
320,8400269	2,0512664	0,3256832	0,3028143
320,8800049	2,0100932	0,3174839	0,3070635
320,9200134	2,0472717	0,3164107	0,3009432
320,960022	2,0802174	0,3144339	0,2932508
321	2,0846038	0,3283467	0,3098356
321,0400085	2,1168685	0,3134275	0,3075319
321,0800171	2,1611872	0,3222513	0,3073834
321,1200256	2,0959375	0,3151101	0,3134776
321,1600037	2,0646229	0,3198252	0,3117578
321,2000122	2,0648079	0,3048978	0,3044732
321,2400208	2,0929792	0,2929464	0,2955613
321,2800293	2,0536525	0,2843391	0,29045
321,3200073	2,0731468	0,2890764	0,2908615
321,3600159	2,0971055	0,3041479	0,2906838
321,4000244	2,0798483	0,2912726	0,2836577
321,4400024	2,1116555	0,2942754	0,2961244
321,480011	2,0945678	0,2966104	0,2920973
321,5200195	2,1370058	0,279247	0,2798595
321,5600281	2,056165	0,2888871	0,2869611
321,6000061	2,1132386	0,297658	0,3007354
321,6400146	2,1611278	0,3000084	0,289785
321,6800232	2,1774142	0,2940209	0,287486
321,7200012	2,2561936	0,2959656	0,2789381
321,7600098	2,2830307	0,3110115	0,2921739
321,8000183	2,074429	0,3104775	0,2908448
321,8400269	2,0558717	0,3233883	0,3037481
321,8800049	2,0554693	0,3007196	0,2869196
321,9200134	2,0727787	0,3177334	0,3004038
321,960022	2,1035271	0,3042378	0,2972515
322,0000305	2,1472297	0,3117389	0,3074587
322,0400085	2,1516716	0,2996666	0,2917404
322,0800171	2,0900428	0,3036252	0,296301
322,1200256	2,1280501	0,3087662	0,3076116
322,1600037	2,1102269	0,3020663	0,3054423
322,2000122	2,1406796	0,326252	0,3124683
322,2400208	2,1512473	0,316202	0,3067572
322,2800293	2,1610398	0,2979326	0,2964997
322,3200073	2,1325564	0,305505	0,29377
322,3600159	2,1058366	0,3259348	0,3161591
322,4000244	2,0917318	0,308446	0,2914169
322,4400024	2,0600035	0,295239	0,2800263
322,480011	2,0986061	0,2765121	0,2695152
322,5200195	2,0930581	0,2911657	0,2839662
322,5600281	2,1518037	0,2890147	0,284274
322,6000061	2,1249554	0,2854844	0,286249
322,6400146	2,1182406	0,2876169	0,2825517
322,6800232	2,156158	0,2853722	0,2771919
322,7200012	2,1566985	0,311511	0,2930031
322,7600098	2,1181216	0,3196703	0,2929081
322,8000183	2,1663866	0,3109272	0,2909512
322,8400269	2,1000659	0,3159857	0,2872273
322,8800049	2,1115611	0,3140136	0,2927116
322,9200134	2,1045485	0,3156773	0,3073568
322,960022	2,138757	0,3052687	0,3103206
323,0000305	2,0883443	0,3024514	0,3049477
323,0400085	2,0504723	0,3011435	0,2964451
323,0800171	2,087481	0,320889	0,3067566
323,1200256	2,0177603	0,3131386	0,2935652
323,1600037	1,9791273	0,2883464	0,2842123
323,2000122	2,0658083	0,308698	0,3068782
323,2400208	2,0709922	0,3073086	0,3132634
323,2800293	2,0472651	0,3152623	0,3023386
323,3200073	2,0435081	0,3173319	0,3131242
323,3600159	2,072506	0,3350798	0,3276626
323,4000244	2,0925534	0,3105896	0,3094589
323,4400024	2,0738728	0,3200096	0,3159126
323,480011	2,0712457	0,2994513	0,3020307
323,5200195	2,0830586	0,294119	0,2871879
323,5600281	2,0808015	0,2986046	0,287735
323,6000061	2,1016746	0,3000057	0,2829092
323,6400146	2,0666189	0,3073672	0,2851305
323,6800232	2,0967395	0,3117423	0,2931837
323,7200012	2,0509057	0,3131331	0,2907186
323,7600098	2,0809143	0,3143213	0,2912537
323,8000183	2,1430953	0,3145604	0,2810182
323,8400269	2,0828743	0,3298329	0,3033914
323,8800049	2,1661217	0,312569	0,2869081
323,9200134	2,1294172	0,3213295	0,3015842
323,960022	2,1206651	0,296401	0,2790235
324,0000305	2,0288897	0,3062086	0,2878491
324,0400085	2,0932693	0,3182628	0,2936758
324,0800171	2,1633718	0,3213852	0,2871975
324,1200256	2,1617579	0,3221784	0,2966956
324,1600037	2,1897681	0,309103	0,2896903
324,2000122	2,0786617	0,3219506	0,3021043
324,2400208	2,0841277	0,3082756	0,2910706
324,2800293	2,1031103	0,2999267	0,2935022
324,3200073	1,9696388	0,3063113	0,2866682
324,3600159	2,0911944	0,3104454	0,2887858
324,4000244	2,0300972	0,2952881	0,2701734
324,4400024	2,0882127	0,297129	0,2846786
324,480011	2,1035228	0,2939109	0,2802424
324,5200195	2,1585541	0,3096631	0,2965062
324,5600281	2,1148329	0,3036424	0,2951422
324,6000061	2,0946777	0,29049	0,2892242
324,6400146	2,135416	0,3117747	0,2972349
324,6800232	2,1007671	0,3038635	0,3001242
324,7200012	2,095504	0,3178165	0,2999041
324,7600098	2,0958269	0,31318	0,2935187
324,8000183	2,0898037	0,3121199	0,3037029
324,8400269	2,0307798	0,3064229	0,2980592
324,8800049	1,9919388	0,2999397	0,2941327
324,9200134	2,0397401	0,3120725	0,2967086
324,960022	2,0631938	0,3241049	0,3082585
325,0000305	2,1174564	0,3170685	0,3020923
325,0400085	2,1862643	0,3014346	0,290123
325,0800171	2,1101794	0,2944871	0,2879264
325,1200256	2,0874362	0,3185524	0,3027057
325,1600037	2,1284225	0,3161557	0,2907517
325,2000122	2,0649593	0,30563	0,2851798
325,2400208	2,1019337	0,2902179	0,2747007
325,2800293	2,0187416	0,3097522	0,2879732
325,3200073	2,039185	0,3193184	0,2983474
325,3600159	1,9853617	0,2979356	0,2846874
325,4000244	1,9448886	0,2921186	0,2839631
325,4400024	2,113503	0,2879477	0,2836241
325,480011	2,040786	0,2982442	0,282749
325,5200195	2,0444579	0,2793283	0,2726487
325,5600281	2,0146086	0,2943045	0,282412
325,6000061	2,0666099	0,3165179	0,2992114
325,6400146	2,0510576	0,3129297	0,293132
325,6800232	2,0551734	0,3004572	0,2942544
325,7200012	2,1055598	0,2784906	0,2755803
325,7600098	2,0162227	0,3034018	0,2925922
325,8000183	2,0010662	0,3091344	0,3065239
325,8400269	2,0924642	0,310577	0,296669
325,8800049	2,0851519	0,2975455	0,2853776
325,9200134	2,1038854	0,2940317	0,2832863
325,960022	2,0847085	0,3010812	0,2881918
326,0000305	2,0374184	0,3045269	0,2926507
326,0400085	2,0148365	0,3012644	0,2879291
326,0800171	2,0596697	0,3053704	0,2907559
326,1200256	2,0538218	0,3253251	0,2989607
326,1600037	2,0875115	0,3203621	0,3047337
326,2000122	2,0716879	0,3080836	0,2823802
326,2400208	2,0671487	0,3131778	0,3021198
326,2800293	1,9828484	0,309549	0,2865495
326,3200073	1,9636431	0,2964934	0,2862039
326,3600159	2,0347586	0,3312027	0,3043484
326,4000244	1,9854975	0,3037365	0,283813
326,4400024	1,9908164	0,3039769	0,2864183
326,480011	2,0146604	0,28923	0,2772695
326,5200195	2,0142956	0,2893855	0,2791827
326,5600281	1,9829518	0,2916085	0,2746519
326,6000061	2,0276124	0,2900308	0,2729643
326,6400146	1,9995971	0,2995947	0,2857199
326,6800232	1,9962379	0,3146301	0,2943498
326,7200012	2,0695817	0,3107053	0,2921347
326,7600098	2,0594313	0,3415225	0,306684
326,8000183	1,9680238	0,3277924	0,3048048
326,8400269	1,9316868	0,3239605	0,3131669
326,8800049	1,8594829	0,3349828	0,3138659
326,9200134	1,8948597	0,3209851	0,3154403
326,960022	1,856959	0,3082629	0,2999658
327,0000305	1,897529	0,32638	0,3016252
327,0400085	1,878381	0,3037212	0,2870023
327,0800171	1,796797	0,2972156	0,2860931
327,1200256	1,7665461	0,3005196	0,2894236
327,1600037	1,7881705	0,3026718	0,293828
327,2000122	1,8721317	0,3032739	0,2889475
327,2400208	1,7933263	0,2922482	0,2778242
327,2800293	1,843931	0,3159844	0,2915006
327,3200073	1,8483895	0,3308643	0,3051872
327,3600159	1,9327698	0,3143272	0,2867039
327,4000244	1,9102589	0,3137086	0,2925383
327,4400024	1,9761592	0,308908	0,2902152
327,480011	1,918485	0,3165379	0,2930801
327,5200195	1,9891219	0,3040598	0,2776877
327,5600281	1,8924011	0,3133813	0,2842507
327,6000061	1,9720705	0,3275573	0,2859189
327,6400146	1,9499835	0,3215905	0,2910702
327,6800232	1,9713342	0,3284138	0,2928045
327,7200012	1,9793003	0,3211315	0,2976538
327,7600098	1,9602964	0,3284071	0,2954181
327,8000183	1,9543718	0,3252189	0,2961632
327,8400269	1,9239093	0,301563	0,2817571
327,8800049	1,9363261	0,294048	0,2771688
327,9200134	1,9421954	0,3105696	0,2840425
327,960022	1,9242941	0,2991186	0,2755766
328,0000305	1,9673924	0,3015355	0,281488
328,0400085	1,9730761	0,3164934	0,2867844
328,0800171	1,9880106	0,3236001	0,2925922
328,1200256	1,9335093	0,3134591	0,2894226
328,1600037	1,970335	0,3225697	0,2846009
328,2000122	1,916419	0,3118487	0,2847128
328,2400208	2,0035203	0,3241808	0,2915125
328,2800293	2,0667496	0,3151786	0,2869611
328,3200073	1,9964899	0,3094433	0,2811315
328,3600159	1,9823431	0,3156486	0,289984
328,4000244	1,9824274	0,3191036	0,2918819
328,4400024	1,9475592	0,3304932	0,3021082
328,480011	1,9060397	0,3292318	0,2951475
328,5200195	2,0140646	0,3120137	0,2810301
328,5600281	1,9807545	0,3230095	0,2943925
328,6000061	1,9386595	0,3264818	0,2959018
328,6400146	1,9882346	0,3373817	0,293818
328,6800232	2,0261183	0,3266834	0,2921717
328,7200012	2,0151579	0,3197353	0,2891238
328,7600098	2,0107267	0,3264748	0,287328
328,8000183	2,0506563	0,3214647	0,2897438
328,8400269	1,8808036	0,3208536	0,2892484
328,8800049	1,9380013	0,3207096	0,2888626
328,9200134	2,0186532	0,3052896	0,2837063
328,960022	2,0396924	0,3023704	0,2768429
329,0000305	1,9855721	0,3162363	0,2879105
329,0400085	1,9737048	0,3030837	0,2852582
329,0800171	1,9725115	0,3073063	0,2950158
329,1200256	2,017704	0,3046053	0,3016587
329,1600037	1,9752431	0,3094342	0,2977723
329,2000122	2,0531762	0,2967566	0,2826637
329,2400208	1,9768038	0,3258094	0,3054509
329,2800293	1,9788617	0,3139967	0,2945837
329,3200073	1,9999112	0,3240446	0,2944523
329,3600159	2,055064	0,3316532	0,3006156
329,4000244	2,0052884	0,3428668	0,3137053
329,4400024	1,8905257	0,3185525	0,2913682
329,480011	1,9712704	0,3231058	0,298188
329,5200195	1,9543096	0,3034961	0,2967954
329,5600281	1,9098711	0,3161906	0,2920901
329,6000061	1,9089466	0,308419	0,2953846
329,6400146	1,9284736	0,3198289	0,2951032
329,6800232	1,9050026	0,3014526	0,2869746
329,7200012	2,0397739	0,3090292	0,2946748
329,7600098	1,9908665	0,3147725	0,2989047
329,8000183	1,9780432	0,3032056	0,281112
329,8400269	1,9122714	0,3127185	0,2910612
329,8800049	1,8826424	0,3117211	0,2851034
329,9200134	1,9398159	0,320855	0,2865055
329,960022	1,8755596	0,3139248	0,2888258
330,0000305	1,9966612	0,3266833	0,284886
330,0400085	2,0209899	0,3034014	0,2833345
330,0800171	2,0359552	0,3084005	0,2919817
330,1200256	2,086179	0,3219118	0,3041958
330,1600037	2,0599122	0,3308903	0,3123257
330,2000122	2,1075201	0,3281944	0,3061452
330,2400208	2,1235309	0,3114676	0,2898971
330,2800293	1,9551296	0,3161721	0,2956761
330,3200073	2,023299	0,3315492	0,3097928
330,3600159	1,9758619	0,3360837	0,316146
330,4000244	1,990913	0,3335563	0,3191863
330,4400024	1,8755269	0,3140903	0,2984501
330,480011	1,7843347	0,3254966	0,2979828
330,5200195	1,719586	0,3180265	0,2891845
330,5600281	1,7843734	0,3206834	0,2957618
330,6000061	1,6945606	0,3147736	0,2994221
330,6400146	1,7165165	0,3147348	0,2856827
330,6800232	1,7596145	0,3067973	0,2906306
330,7200012	1,8263861	0,3221882	0,2915459
330,7600098	1,8454353	0,3261043	0,2911351
330,8000183	1,8631759	0,320902	0,2903459
330,8400269	1,8817017	0,3145669	0,2861997
330,8800049	1,9266974	0,3269799	0,3011266
330,9200134	2,0132377	0,3340583	0,3089534
330,960022	2,0347803	0,3116457	0,2950846
331,0000305	2,0047874	0,3043276	0,2851416
331,0400085	2,0080099	0,3117501	0,2899078
331,0800171	2,059783	0,3149138	0,2997267
331,1200256	2,1015949	0,3263174	0,309277
331,1600037	2,0294704	0,3225543	0,2925314
331,2000122	1,9973683	0,3281334	0,3001894
331,2400208	2,0573936	0,3152237	0,2937164
331,2800293	2,0580289	0,3319363	0,3044018
331,3200073	2,0731013	0,3206393	0,2830195
331,3600159	2,0465543	0,3191761	0,2963899
331,4000244	2,1009126	0,3143559	0,2873325
331,4400024	2,1289449	0,3211295	0,2904033
331,480011	2,1375241	0,3218488	0,2860285
331,5200195	2,1311231	0,3212272	0,2961129
331,5600281	2,1428454	0,3000571	0,2820484
331,6000061	2,12133	0,3093812	0,2921171
331,6400146	2,0515614	0,3037608	0,274793
331,6800232	1,9948839	0,3124008	0,2831067
331,7200012	2,027838	0,3151117	0,2891773
331,7600098	2,0225449	0,3168359	0,2864675
331,8000183	1,8848486	0,317867	0,2885891
331,8400269	1,9530112	0,3089845	0,2893639
331,8800049	1,8910983	0,321605	0,2954767
331,9200134	1,9403793	0,3037075	0,2766998
331,960022	1,8459245	0,3006921	0,2843047
332,0000305	1,8799551	0,3079259	0,2829736
332,0400085	1,8317633	0,3094744	0,2905481
332,0800171	1,8076012	0,2862897	0,2723388
332,1200256	1,8039447	0,2956023	0,2714066
332,1600037	1,9236814	0,2927759	0,2725287
332,2000122	1,8722366	0,306348	0,2949871
332,2400208	1,8968287	0,3283298	0,2982731
332,2800293	1,7039065	0,3161925	0,2929691
332,3200073	1,8265052	0,3096186	0,2861346
332,3600159	1,8708235	0,3000201	0,2739979
332,4000244	1,8626173	0,3243811	0,2954649
332,4400024	1,9633876	0,3130841	0,2801536
332,480011	1,7738473	0,288034	0,2647
332,5200195	1,8993523	0,2991677	0,2696443
332,5600281	1,8878297	0,2870955	0,262801
332,6000061	1,8777324	0,295311	0,2756947
332,6400146	1,9590391	0,2828834	0,2686004
332,6800232	1,8997651	0,2868512	0,2667532
332,7200012	1,932422	0,2853265	0,2720691
332,7600098	1,8949312	0,2786152	0,2709326
332,8000183	1,943409	0,3101237	0,2947971
332,8400269	1,9150198	0,3119813	0,2883693
332,8800049	1,9171413	0,3019621	0,2842459
332,9200134	1,7912452	0,2879182	0,2868449
332,960022	1,9163061	0,2970899	0,2748587
333,0000305	1,9342239	0,2970777	0,275561
333,0400085	2,0215104	0,3115452	0,2868367
333,0800171	1,90804	0,3172209	0,2937678
333,1200256	1,8991656	0,3096371	0,2858998
333,1600037	1,9637649	0,3201981	0,2900119
333,2000122	2,013526	0,3356934	0,2940923
333,2400208	2,0306172	0,3268066	0,2931718
333,2800293	1,987818	0,3149657	0,290139
333,3200073	1,9967062	0,3308699	0,3027517
333,3600159	1,9212949	0,3283743	0,2978683
333,4000244	2,0834203	0,3245564	0,2966798
333,4400024	2,0421844	0,3114302	0,2929187
333,480011	2,0776174	0,308747	0,2945912
333,5200195	2,0449471	0,3255701	0,2996999
333,5600281	2,0765297	0,312512	0,2834193
333,6000061	2,028106	0,3122461	0,2845438
333,6400146	2,0103834	0,3173961	0,2864218
333,6800232	1,9990615	0,304125	0,2840982
333,7200012	1,9983839	0,3051994	0,2817037
333,7600098	2,0306261	0,3035592	0,2817612
333,8000183	2,0327063	0,3244328	0,294109
333,8400269	2,033704	0,3155342	0,295109
333,8800049	2,1193876	0,2819608	0,2751009
333,9200134	2,0461299	0,3022504	0,2812525
333,960022	2,0929744	0,3189734	0,2932554
334,0000305	1,9654436	0,3213329	0,2961572
334,0400085	2,0291779	0,3255775	0,3009883
334,0800171	2,058543	0,3101203	0,2969877
334,1200256	2,0757337	0,329968	0,3087109
334,1600037	2,1186039	0,3096478	0,2971643
334,2000122	2,1314504	0,3117371	0,296621
334,2400208	2,0688756	0,3211898	0,3013315
334,2800293	2,1254041	0,3074052	0,2902952
334,3200073	2,0708356	0,2998078	0,2882866
334,3600159	2,038547	0,3339105	0,3036559
334,4000244	2,0422916	0,3188785	0,2929193
334,4400024	1,9906355	0,3065408	0,288881
334,480011	2,0602431	0,3015785	0,2881012
334,5200195	2,0518811	0,3159105	0,2956177
334,5600281	2,0055847	0,3213749	0,3024169
334,6000061	2,0388451	0,3034287	0,2828487
334,6400146	2,0455334	0,286743	0,2766902
334,6800232	1,9956172	0,2968502	0,2756909
334,7200012	2,0172825	0,2966447	0,2874405
334,7600098	2,1028039	0,2989658	0,2895401
334,8000183	2,1692159	0,2819311	0,272755
334,8400269	2,0629866	0,2765207	0,2765228
334,8800049	2,0208409	0,2795453	0,2785852
334,9200134	1,9650776	0,2838246	0,280019
334,960022	2,044976	0,2976844	0,2851045
335,0000305	2,0638247	0,286944	0,2791599
335,0400085	2,0469539	0,2920972	0,2815762
335,0800171	2,0566027	0,2910393	0,2774024
335,1200256	2,0778337	0,2866899	0,2794608
335,1600037	1,9924343	0,276047	0,2767923
335,2000122	2,0715327	0,2818401	0,2775152
335,2400208	2,0738831	0,2918445	0,2852559
335,2800293	2,1415691	0,2820702	0,2758901
335,3200073	2,0931311	0,2893588	0,2825172
335,3600159	2,0905252	0,2918943	0,2896144
335,4000244	2,086549	0,2820258	0,281527
335,4400024	2,1002896	0,2804225	0,2823478
335,480011	2,1317499	0,293331	0,2844557
335,5200195	2,1236589	0,289138	0,288239
335,5600281	2,1464212	0,2888195	0,2811058
335,6000061	2,140209	0,2804227	0,2746538
335,6400146	2,1367846	0,2757503	0,2767441
335,6800232	2,1148002	0,2890838	0,2952031
335,7200012	2,1732662	0,2704343	0,2705212
335,7600098	2,1331599	0,2744467	0,2719282
335,8000183	2,1431758	0,2839318	0,2856641
335,8400269	2,1468694	0,2891715	0,2836314
335,8800049	2,1386223	0,2884589	0,2849011
335,9200134	2,1243117	0,3013533	0,2919397
335,960022	2,1035144	0,2969307	0,2786645
336,0000305	2,1060832	0,2782086	0,2715414
336,0400085	2,1059928	0,298669	0,2803075
336,0800171	2,1098511	0,2938221	0,2792892
336,1200256	2,1495068	0,3091488	0,2869534
336,1600037	2,1038959	0,2966468	0,2865693
336,2000122	2,1157222	0,2769265	0,2843847
336,2400208	2,1262946	0,2876352	0,2844698
336,2800293	2,1245716	0,2873936	0,2758603
336,3200073	2,14307	0,2921492	0,2783534
336,3600159	2,0900216	0,2851559	0,2731227
336,4000244	2,0671327	0,2858811	0,2785513
336,4400024	2,1428177	0,2807605	0,2814706
336,480011	2,1146386	0,2866699	0,2815875
336,5200195	2,102742	0,2863647	0,2851239
336,5600281	2,1064737	0,2747391	0,2772155
336,6000061	2,1351459	0,2771023	0,2669741
336,6400146	2,1294463	0,2763503	0,2653003
336,6800232	2,1310868	0,2871773	0,2779638
336,7200012	2,0800011	0,2818196	0,2777435
336,7600098	2,1324463	0,283824	0,289476
336,8000183	2,1575818	0,2742226	0,2719911
336,8400269	2,1105115	0,273667	0,2743235
336,8800049	2,1301804	0,2832653	0,2846993
336,9200134	2,1278059	0,2779889	0,2767759
336,960022	2,1302285	0,2776426	0,28295
337,0000305	2,1484108	0,2821458	0,2787053
337,0400085	2,164093	0,2729976	0,269399
337,0800171	2,1233087	0,2876012	0,2754909
337,1200256	2,14009	0,2764884	0,2769901
337,1600037	2,164464	0,279731	0,2852181
337,2000122	2,1392615	0,2967705	0,288001
337,2400208	2,1308219	0,2953463	0,2829666
337,2800293	2,1610236	0,2761007	0,2725683
337,3200073	2,1605299	0,2804366	0,2855121
337,3600159	2,076988	0,2884575	0,2759499
337,4000244	2,1300447	0,2929886	0,2785293
337,4400024	2,1973524	0,264324	0,2724446
337,480011	2,1750343	0,2635939	0,2725906
337,5200195	2,1499746	0,2854136	0,2637603
337,5600281	2,1677837	0,2738404	0,2738615
337,6000061	2,1665118	0,2693805	0,2662982
337,6400146	2,135674	0,2806983	0,2794091
337,6800232	2,0869007	0,2845241	0,2825306
337,7200012	2,0805864	0,2897151	0,2870004
337,7600098	2,1249475	0,3057717	0,288141
337,8000183	2,0722878	0,3137957	0,2872719
337,8400269	2,0666628	0,2939027	0,2773601
337,8800049	1,9844956	0,2968876	0,2761062
337,9200134	1,9854871	0,2970506	0,2808035
337,960022	2,0843339	0,2967737	0,2815409
338,0000305	2,0540414	0,291365	0,2721317
338,0400085	2,0702024	0,2902471	0,2796883
338,0800171	2,1342349	0,307504	0,2844229
338,1200256	2,0904319	0,2892773	0,274003
338,1600037	2,1248503	0,2791688	0,2650241
338,2000122	2,1679294	0,2819254	0,2703451
338,2400208	2,1225116	0,272271	0,2665457
338,2800293	2,1698313	0,2938361	0,2683911
338,3200073	2,1158071	0,2789963	0,2672592
338,3600159	2,1033521	0,2805848	0,2722939
338,4000244	2,1133227	0,2880281	0,26929
338,4400024	2,1096025	0,2878247	0,2706027
338,480011	2,173156	0,274998	0,2612745
338,5200195	2,075218	0,3036888	0,282895
338,5600281	2,0824683	0,2732306	0,2637674
338,6000061	2,0581632	0,2735485	0,2727614
338,6400146	2,0372393	0,2797213	0,2713414
338,6800232	2,0623012	0,2800442	0,2721791
338,7200012	2,0387075	0,2834831	0,2631294
338,7600098	1,9994901	0,3014904	0,2713969
338,8000183	2,0471475	0,2908142	0,2687992
338,8400269	2,0431511	0,2933421	0,2697893
338,8800049	1,9996538	0,2939996	0,2726034
338,9200134	2,0389504	0,2899437	0,2715337
338,960022	2,0470531	0,3000038	0,2796155
339,0000305	2,0769343	0,2867343	0,2779201
339,0400085	2,1076844	0,28671	0,2682329
339,0800171	2,0880611	0,2747184	0,2655873
339,1200256	2,0779507	0,2817762	0,2793888
339,1600037	2,096308	0,2681573	0,2646812
339,2000122	2,0958323	0,2816432	0,2776664
339,2400208	2,0730507	0,2839747	0,2765926
339,2800293	2,1086183	0,2866688	0,2803186
339,3200073	2,0518103	0,2872467	0,3001024
339,3600159	2,1469719	0,2933729	0,2878844
339,4000244	2,063266	0,2939452	0,2899975
339,4400024	2,1181946	0,2837396	0,2766686
339,480011	2,0914092	0,2845955	0,277281
339,5200195	2,1694393	0,3013212	0,2872441
339,5600281	2,1294885	0,2975885	0,2828786
339,6000061	2,0872655	0,2926874	0,2766691
339,6400146	2,0824428	0,2900853	0,2821415
339,6800232	2,0462954	0,2972429	0,2802402
339,7200012	2,1073709	0,302103	0,2913318
339,7600098	2,0622096	0,2902777	0,287795
339,8000183	2,1119542	0,2951845	0,2910391
339,8400269	2,1022031	0,3003027	0,2843074
339,8800049	2,1031892	0,2945949	0,2810211
339,9200134	2,0874729	0,2918871	0,2778086
339,960022	2,0774627	0,2927711	0,2761439
340,0000305	2,1005619	0,289519	0,2769702
340,0400085	2,1277299	0,2975276	0,2811953
340,0800171	2,0999792	0,2887032	0,2815499
340,1200256	2,0828283	0,2862266	0,2882332
340,1600037	2,0619156	0,3018193	0,2945406
340,2000122	2,0485411	0,2883832	0,295534
340,2400208	2,034116	0,3166859	0,303734
340,2800293	2,0753167	0,294331	0,2844438
340,3200073	2,061413	0,3016693	0,2897836
340,3600159	2,0204093	0,29851	0,2860309
340,4000244	2,022557	0,2951649	0,2925389
340,4400024	2,0723755	0,2879622	0,2818471
340,480011	2,0613754	0,2917066	0,2864153
