@TYPE	VH+VL	VH	VL	CD20
@	R228E	R228E	R228E	R228E
15,2000008	0,1231703	0,1081648	0,1030762	0,1301668
15,2400007	0,1327994	0,1259944	0,1027671	0,1365571
15,2800007	0,1287925	0,1213169	0,1025093	0,1499635
15,3200006	0,1246671	0,1273655	0,1115682	0,1633225
15,3600006	0,1422355	0,1373706	0,1031631	0,1456402
15,4000006	0,1514049	0,1341921	0,1197353	0,1414652
15,4400005	0,1603095	0,1323304	0,1122575	0,1321085
15,4800005	0,1621908	0,1298984	0,1144087	0,1284509
15,5200005	0,1494544	0,1402715	0,1120506	0,1174237
15,5600004	0,1409686	0,1176624	0,1102617	0,1139001
15,6000004	0,1457292	0,1194159	0,0972123	0,1191455
15,6400003	0,1429031	0,1289518	0,1237902	0,1150617
15,6800003	0,1454534	0,1343595	0,1129222	0,1153945
15,7200012	0,1361159	0,1252649	0,1130326	0,1385031
15,7600012	0,1182482	0,1074863	0,1159312	0,1361871
15,8000011	0,125159	0,1073547	0,0998153	0,1204408
15,8400011	0,1466461	0,128255	0,108207	0,1192955
15,8800011	0,1307664	0,125217	0,0930644	0,1460282
15,920001	0,1401622	0,1155223	0,1200373	0,1502756
15,960001	0,1399998	0,1178079	0,1026426	0,1280161
16	0,128271	0,1157193	0,1037371	0,1326219
16,0400009	0,1374741	0,1270939	0,1108528	0,1279384
16,0799999	0,1411484	0,1182898	0,1182152	0,1448748
16,1200008	0,1406449	0,1214663	0,1098639	0,147356
16,1599998	0,1511061	0,134306	0,1180961	0,1453677
16,2000008	0,1511536	0,127437	0,1098811	0,1574694
16,2400017	0,1441711	0,1188456	0,0975365	0,149145
16,2800007	0,1456964	0,1295963	0,1041053	0,1476546
16,3200016	0,1602154	0,1182764	0,1216505	0,145259
16,3600006	0,1428461	0,1259496	0,1091271	0,148413
16,4000015	0,138486	0,12011	0,111038	0,130594
16,4400005	0,1372769	0,1113248	0,1058873	0,1459223
16,4800014	0,1624334	0,1286486	0,1141957	0,1488002
16,5200005	0,1369728	0,1120099	0,1081159	0,1590997
16,5600014	0,1471923	0,135393	0,1045411	0,1795479
16,6000004	0,1543686	0,131912	0,1061961	0,1450673
16,6400013	0,1513009	0,1203824	0,0992756	0,1700599
16,6800003	0,1583452	0,1303948	0,1153	0,1518174
