@TYPE	VH+VL	VH	VL	CD20
@	Y107A	Y107A	Y107A	Y107A
16,3200016	0,1220768	0,1128013	0,1162155	0,1270043
16,3600006	0,1418075	0,1264581	0,1168815	0,1041518
16,4000015	0,1360387	0,135918	0,1160781	0,1145078
16,4400005	0,1304842	0,1147404	0,1189906	0,127388
16,4800014	0,1221465	0,1227195	0,1049331	0,1127287
16,5200005	0,1464195	0,1182932	0,1258221	0,1108394
16,5600014	0,1261955	0,1186256	0,1097983	0,1224971
16,6000004	0,1353537	0,1257956	0,1214776	0,1094225
16,6400013	0,1258338	0,1171902	0,118103	0,1099931
16,6800003	0,1239152	0,1125644	0,1125428	0,1037348
16,7200012	0,1196161	0,1265059	0,0995331	0,1066551
16,7600002	0,135725	0,1288945	0,1256008	0,0935686
16,8000011	0,1402698	0,1305107	0,1326122	0,1083043
16,8400002	0,1398651	0,1277795	0,1348459	0,1081422
16,8800011	0,1436336	0,1322087	0,1330793	0,123065
16,9200001	0,1563274	0,146422	0,1441891	0,1168226
16,960001	0,1557333	0,1524572	0,1482785	0,1277867
17	0,1583551	0,1497592	0,1373751	0,1301507
17,0400009	0,1555588	0,1355329	0,1350881	0,1067827
17,0799999	0,138548	0,120454	0,1243816	0,1063801
17,1200008	0,1529402	0,1274954	0,1391556	0,1050128
17,1600018	0,1321651	0,1344049	0,115152	0,1129307
17,2000008	0,1394535	0,1379742	0,1237251	0,1101263
17,2400017	0,1336599	0,1319698	0,1076557	0,1195503
17,2800007	0,1411142	0,1285372	0,1266539	0,1210957
17,3200016	0,1530187	0,1312818	0,1580745	0,1234415
17,3600006	0,1480961	0,1436979	0,1360021	0,1232585
17,4000015	0,1348151	0,1382556	0,1157738	0,126411
17,4400005	0,1409115	0,1411034	0,1051437	0,119369
17,4800014	0,1359711	0,1369804	0,1006908	0,1305004
17,5200005	0,1424979	0,1363577	0,1098315	0,1272958
17,5600014	0,1377087	0,1519161	0,0944595	0,1120928
17,6000004	0,1435803	0,1552277	0,1034556	0,1108642
17,6400013	0,1440897	0,1566371	0,09433	0,1214126
17,6800003	0,1414191	0,1408945	0,0989811	0,1188121
17,7200012	0,1361207	0,1460131	0,1003888	0,1249828
17,7600002	0,1425602	0,1421472	0,1039072	0,1250871
17,8000011	0,1304657	0,138981	0,0934803	0,1333659
17,8400002	0,1224673	0,1319785	0,082897	0,1298363
