@TYPE	VH+VL	VH	VL	CD20	
@	Y105A	Y105A	Y105A	Y105A	
155,0800018	0,2106569	0,1585419	0,2555822	0,1672882	
155,1200104	0,2238286	0,1746614	0,2493502	0,1643267	
155,1600037	0,2279937	0,1846981	0,2439498	0,1682289	
155,2000122	0,217643	0,1798355	0,2440946	0,1616304	
155,2400055	0,2124777	0,1565016	0,2386326	0,1552268	
155,280014	0,2102692	0,1539359	0,2502488	0,156889	
155,3200073	0,2064301	0,1642699	0,2388028	0,1626922	
155,3600006	0,2079679	0,1678736	0,2345285	0,1672669	
155,4000092	0,2055099	0,1644053	0,2307225	0,1573622	
155,4400024	0,2066997	0,1552452	0,2341003	0,1635358	
155,480011	0,2094527	0,1665658	0,2416745	0,1578385	
155,5200043	0,2133263	0,1579642	0,2490005	0,1777093	
155,5600128	0,2072529	0,1536321	0,2452435	0,1462443	
155,6000061	0,2302857	0,1714074	0,2684745	0,155626	
155,6400146	0,2375847	0,1789437	0,2771356	0,1573591	
155,6800079	0,2250141	0,1673667	0,2618787	0,1452708	
155,7200012	0,2342833	0,1876179	0,2568885	0,1665162	
155,7600098	0,2343845	0,1759197	0,2467751	0,156314	
155,8000031	0,2369	0,1944249	0,2544092	0,1673902	
155,8400116	0,227142	0,1562143	0,2789996	0,1714365	
155,8800049	0,2295876	0,1730643	0,2729276	0,1757917	
155,9200134	0,2217361	0,1629421	0,2702252	0,1561227	
155,9600067	0,2239469	0,1694075	0,2672859	0,156016	
156	0,2209729	0,1687356	0,2662788	0,1477636	
156,0400085	0,2453713	0,2008701	0,2836278	0,1435935	
156,0800018	0,2256195	0,1643458	0,2744414	0,1571336	
156,1200104	0,2227669	0,1602764	0,2703839	0,1457805	
156,1600037	0,2206461	0,1580374	0,2627738	0,1613638	
156,2000122	0,2380623	0,1631709	0,2855702	0,1506413	
156,2400055	0,2239528	0,1411645	0,2773441	0,1483102	
156,280014	0,2292213	0,1642351	0,2637556	0,1400393	
156,3200073	0,2303852	0,1737661	0,2635059	0,1365977	
156,3600006	0,2097537	0,1415417	0,2504692	0,1406951	
156,4000092	0,2463944	0,1606444	0,2853383	0,1354699	
156,4400024	0,2415951	0,1694594	0,2829324	0,1315951	
156,480011	0,2209627	0,1582108	0,2632352	0,1406317	
156,5200043	0,2211569	0,1535978	0,2713646	0,1393048	
156,5600128	0,2228576	0,1523385	0,2731427	0,1380188	
156,6000061	0,2467163	0,1718429	0,2997196	0,1374715	
156,6400146	0,2135541	0,1591161	0,2551616	0,1327737	
156,6800079	0,2285767	0,1570082	0,2728443	0,1436682	
156,7200012	0,2344155	0,1461483	0,2919428	0,1333283	
156,7600098	0,2411324	0,1655631	0,2912042	0,1253928	
156,8000031	0,2265362	0,1554548	0,2810059	0,1487004	
156,8400116	0,2282101	0,1609627	0,2765909	0,125166	
156,8800049	0,2075046	0,1505278	0,2431499	0,1380511	
156,9200134	0,2233395	0,1480057	0,2638456	0,1384927	
156,9600067	0,2292578	0,1691927	0,2676747	0,142856	
157	0,2071223	0,1550214	0,2475162	0,1388622	
157,0400085	0,2208621	0,1501979	0,2612097	0,1306679	
157,0800018	0,2243816	0,1516874	0,2754294	0,1296915	
157,1200104	0,2098688	0,1607049	0,2450008	0,1291346	
157,1600037	0,2362618	0,1639199	0,2759421	0,1307289	
157,2000122	0,2356855	0,1537293	0,291627	0,1353066	
157,2400055	0,2120519	0,1538531	0,2516465	0,1376466	
157,280014	0,2213801	0,1524224	0,2695589	0,148817	
157,3200073	0,23903	0,1536125	0,2929292	0,1373574	
157,3600006	0,222549	0,1522023	0,2696906	0,1233595	
157,4000092	0,2278096	0,1532685	0,268818	0,1284853	
157,4400024	0,2335745	0,1540103	0,2842934	0,1119553	
157,480011	0,2463103	0,1570967	0,297865	0,1253323	
157,5200043	0,2362745	0,1487935	0,2892345	0,1328965	
157,5600128	0,254053	0,1576163	0,3051743	0,125972	
157,6000061	0,2281758	0,1533324	0,2647721	0,1199947	
157,6400146	0,2308114	0,1519154	0,2784771	0,1175615	
157,6800079	0,232277	0,1555647	0,27123	0,1322853	
157,7200012	0,222801	0,1534917	0,2685634	0,1380781	
157,7600098	0,2276415	0,1501194	0,2764799	0,1181824	
157,8000031	0,2430535	0,1538081	0,2952453	0,1344909	
157,8400116	0,23547	0,1421891	0,3010218	0,1295307	
157,8800049	0,2127891	0,1455317	0,2661879	0,1283731	
157,9200134	0,2534261	0,1508476	0,3267169	0,1300282	
157,9600067	0,2518892	0,1464876	0,3264778	0,1358338	
158	0,2533988	0,1505605	0,3197196	0,1312948	
158,0400085	0,2398673	0,1549207	0,2973593	0,1313201	
158,0800018	0,2600312	0,1534975	0,3202932	0,1262185	
158,1200104	0,2246391	0,1388559	0,278937	0,1366522	
158,1600037	0,2440473	0,1637504	0,2902975	0,1261279	
158,2000122	0,2460185	0,1519244	0,3067952	0,1202661	
158,2400055	0,2448988	0,1442683	0,3047049	0,1355697	
158,280014	0,2587776	0,1452048	0,3171353	0,1330461	
158,3200073	0,2454769	0,1542959	0,3081224	0,1259553	
158,3600006	0,2518995	0,1631991	0,3073819	0,1375155	
158,4000092	0,2466943	0,1422925	0,3120646	0,1500744	
158,4400024	0,2395256	0,1420633	0,2950633	0,1456536	
158,480011	0,2584038	0,1507115	0,3295262	0,1349582	
158,5200043	0,2310419	0,1602553	0,2765398	0,1423889	
158,5600128	0,2587679	0,1688452	0,3180539	0,1359103	
158,6000061	0,2519165	0,1658242	0,3055369	0,1414114	
158,6400146	0,256716	0,1742363	0,3050078	0,1462997	
158,6800079	0,2369601	0,1620933	0,2903001	0,141361	
158,7200012	0,2476658	0,1724343	0,2976589	0,1321984	
158,7600098	0,2609588	0,1724688	0,3074603	0,1407966	
158,8000031	0,2428277	0,1602801	0,2909693	0,1342343	
158,8400116	0,2452547	0,1652479	0,2828831	0,1437226	
158,8800049	0,2451905	0,1716728	0,2943525	0,156919	
158,9200134	0,2455258	0,1651852	0,2946131	0,1472632	
158,9600067	0,2289966	0,1557913	0,2716901	0,1505988	
159	0,245122	0,1566961	0,2876931	0,1379282	
159,0400085	0,2458169	0,1507563	0,3050104	0,1182823	
159,0800018	0,2429152	0,1543773	0,2979152	0,1251399	
159,1200104	0,2511736	0,156954	0,3027928	0,1279811	
159,1600037	0,2289083	0,1593984	0,2801562	0,129735	
159,2000122	0,2189975	0,1536038	0,2598801	0,114911	
159,2400055	0,2138423	0,1440822	0,2580871	0,1145435	
159,280014	0,2130161	0,1449236	0,248184	0,1229281	
159,3200073	0,2162486	0,1368146	0,2608447	0,1319051	
159,3600006	0,2260455	0,1427198	0,275485	0,1341584	
159,4000092	0,2246564	0,147308	0,2710301	0,1281079	
159,4400024	0,2236208	0,1615354	0,2596012	0,132823	
159,480011	0,2249066	0,1564579	0,2701265	0,1250079	
159,5200043	0,2306844	0,1678963	0,2700391	0,1335618	
159,5600128	0,2129081	0,1421681	0,2609529	0,1449289	
159,6000061	0,2390557	0,1614369	0,282728	0,1595931	
159,6400146	0,2323674	0,1527629	0,2798262	0,1427922	
159,6800079	0,2331771	0,1553215	0,2810958	0,1468187	
159,7200012	0,2377571	0,1450068	0,2978473	0,1434211	
159,7600098	0,2217168	0,1565053	0,2655559	0,1399959	
159,8000031	0,2265776	0,1487323	0,2822001	0,140028	
159,8400116	0,2293061	0,1565294	0,277985	0,1346905	
159,8800049	0,230298	0,150168	0,2874877	0,1488435	
159,9200134	0,2330025	0,1579844	0,2864942	0,14941	
159,9600067	0,233924	0,1441085	0,2831742	0,1384082	
160	0,2285701	0,1435571	0,283112	0,1383159	
160,0400085	0,2311651	0,1674517	0,2758855	0,1308149	
160,0800018	0,2391472	0,1671688	0,2875479	0,1357106	
160,1200104	0,2231331	0,1466465	0,2776675	0,1316188	
160,1600037	0,2295354	0,1598223	0,2779127	0,1439463	
160,2000122	0,2359144	0,1502135	0,2936705	0,1341187	
160,2400055	0,2233427	0,1494898	0,2786615	0,1363936	
160,280014	0,2271518	0,1522157	0,281918	0,1342322	
160,3200073	0,2301476	0,1497085	0,2843284	0,1245963	
160,3600006	0,2404577	0,1630422	0,2872413	0,128695	
160,4000092	0,2308848	0,1579186	0,2753348	0,1278312	
160,4400024	0,2330603	0,1578949	0,2704378	0,1225446	
160,480011	0,2378133	0,1677717	0,2842267	0,1302203	
160,5200043	0,2146138	0,1694673	0,24616	0,1218506	
160,5600128	0,2291587	0,1533592	0,2648208	0,115211	
160,6000061	0,2310442	0,150024	0,2826684	0,1257053	
160,6400146	0,2283699	0,1461226	0,2767277	0,1246494	
160,6800079	0,227969	0,1412097	0,2887412	0,1434088	
160,7200012	0,2484404	0,1460278	0,3042027	0,1388069	
160,7600098	0,2259396	0,1548754	0,2806608	0,1242454	
160,8000031	0,2224761	0,1605925	0,2718594	0,1284337	
160,8400116	0,2059753	0,1584212	0,2449502	0,1550049	
160,8800049	0,2129433	0,1590714	0,2536258	0,156073	
160,9200134	0,2179767	0,1544994	0,2629569	0,1398072	
160,9600067	0,2206931	0,1487628	0,2731572	0,1331911	
161,0000153	0,2274017	0,165185	0,2764558	0,1319191	
161,0400085	0,2319559	0,1628488	0,2760814	0,1330982	
161,0800018	0,2128403	0,1575258	0,2528783	0,1368629	
161,1200104	0,2196391	0,1596527	0,2612685	0,1388706	
161,1600037	0,2251796	0,1446557	0,2772627	0,1388222	
161,2000122	0,2222821	0,1523155	0,2671359	0,1361186	
161,2400055	0,2127868	0,1493061	0,2465181	0,1245584	
161,280014	0,2275909	0,1587549	0,2780247	0,1322103	
161,3200073	0,2338687	0,1525846	0,2814205	0,1283748	
161,3600006	0,2175318	0,1476107	0,2608749	0,1229098	
161,4000092	0,2264606	0,1496404	0,2739805	0,1231017	
161,4400024	0,2068	0,1567758	0,2448312	0,1239255	
161,480011	0,222734	0,1495895	0,2740774	0,1520481	
161,5200043	0,2223261	0,1432777	0,2815819	0,124556	
161,5600128	0,2172021	0,1522894	0,2602936	0,1216294	
161,6000061	0,2206406	0,1468365	0,2718394	0,1434699	
161,6400146	0,2428086	0,1689879	0,2866309	0,1233982	
161,6800079	0,2198739	0,1625764	0,2525286	0,1374205	
161,7200012	0,2331662	0,1353466	0,297996	0,1360673	
161,7600098	0,2229388	0,1413513	0,2819894	0,1308885	
161,8000031	0,2118761	0,152246	0,2576657	0,1401835	
161,8400116	0,2076122	0,1474576	0,2432712	0,1435762	
161,8800049	0,222286	0,1498238	0,2722537	0,1306065	
161,9200134	0,2137984	0,1421077	0,2618679	0,1359865	
161,9600067	0,2314384	0,1690054	0,2727244	0,1344988	
162,0000153	0,226887	0,1522999	0,2726484	0,1276215	
162,0400085	0,2079709	0,1457612	0,2519601	0,1200477	
162,0800018	0,2094111	0,1624791	0,245342	0,1403084	
162,1200104	0,2199878	0,1487221	0,2658271	0,1238055	
162,1600037	0,2152433	0,159429	0,2501251	0,136558	
162,2000122	0,2239504	0,1714931	0,2618277	0,1429851	
162,2400055	0,2281386	0,1644076	0,2591782	0,1460912	
162,280014	0,2258011	0,1557086	0,2739385	0,1438138	
162,3200073	0,2179654	0,1484808	0,2637578	0,1396227	
162,3600006	0,2293602	0,1632998	0,2786701	0,1320191	
162,4000092	0,2086684	0,1467502	0,2574694	0,1312561	
162,4400024	0,2133669	0,145075	0,2554434	0,1377152	
162,480011	0,2037602	0,1487686	0,2353031	0,1425713	
162,5200043	0,2178973	0,15726	0,2559488	0,1347443	
162,5600128	0,2095572	0,1507307	0,2391658	0,1271319	
162,6000061	0,1893561	0,1412795	0,222566	0,1584291	
162,6400146	0,1935955	0,1505637	0,2283672	0,1388743	
162,6800079	0,1939683	0,1444803	0,2331544	0,1205168	
162,7200012	0,1753397	0,1375234	0,2020251	0,1267327	
162,7600098	0,1894285	0,1448916	0,2252249	0,1353447	
162,8000031	0,1939018	0,1439989	0,2243281	0,1302484	
162,8400116	0,18722	0,148195	0,2200507	0,1217466	
162,8800049	0,1917171	0,1443934	0,223851	0,1229836	
162,9200134	0,2056527	0,1485847	0,2234579	0,1255431	
162,9600067	0,1877593	0,1374417	0,2207444	0,1315069	
163,0000153	0,1842977	0,1338397	0,21706	0,1265044	
163,0400085	0,1897921	0,1331847	0,2151872	0,1286458	
163,0800018	0,1952398	0,1424875	0,2315305	0,1202969	
163,1200104	0,1990858	0,1506446	0,2366113	0,1238013	
163,1600037	0,2082047	0,1530471	0,2507063	0,1419966	
163,2000122	0,2110851	0,1416999	0,2609363	0,1451612	
163,2400055	0,2167377	0,1490377	0,2646674	0,151028	
163,280014	0,2258035	0,167297	0,2687861	0,1400563	
163,3200073	0,2122947	0,1470927	0,2551046	0,1485107	
163,3600006	0,2136282	0,1582068	0,2595226	0,1282273	
163,4000092	0,215141	0,1613549	0,2555436	0,1392321	
163,4400024	0,2172952	0,1486347	0,2610562	0,1486122	
163,480011	0,2269622	0,160155	0,2560891	0,1641948	
163,5200043	0,2096992	0,1598397	0,2394744	0,1598106	
163,5600128	0,2195418	0,1424043	0,2631859	0,1242833	
163,6000061	0,2072197	0,1469785	0,2476213	0,1306413	
163,6400146	0,2087329	0,1481819	0,2469702	0,1316659	
163,6800079	0,2146207	0,1502912	0,2647629	0,1270863	
163,7200012	0,2110737	0,1515994	0,2591716	0,1339025	
163,7600098	0,2261812	0,1572251	0,277299	0,1341722	
163,8000031	0,2134693	0,1532839	0,2636695	0,1283752	
163,8400116	0,21219	0,1583503	0,2575545	0,1281739	
163,8800049	0,2089415	0,1540851	0,2508575	0,1081492	
163,9200134	0,2036258	0,1555055	0,2415021	0,1083039	
163,9600067	0,2083919	0,1672493	0,2339084	0,1371005	
164,0000153	0,2042325	0,1666073	0,2276591	0,1397266	
164,0400085	0,2069303	0,1602951	0,230364	0,1346515	
164,0800018	0,2217197	0,1637695	0,2549165	0,1407562	
164,1200104	0,2317258	0,1630661	0,276029	0,1106536	
164,1600037	0,220502	0,1638347	0,2549024	0,1126637	
164,2000122	0,225901	0,1642825	0,2701002	0,1349726	
164,2400055	0,2210379	0,1621109	0,2666204	0,1359779	
164,280014	0,209273	0,1492926	0,2543489	0,1182963	
164,3200073	0,2164222	0,154217	0,2597367	0,1247096	
164,3600006	0,2190507	0,1596916	0,2541828	0,1348377	
164,4000092	0,2141656	0,1590863	0,2519589	0,1229978	
164,4400024	0,2166638	0,1551358	0,268342	0,1327389	
164,480011	0,2177869	0,145166	0,271365	0,1376008	
164,5200043	0,220513	0,1549902	0,2677315	0,1462284	
164,5600128	0,2312107	0,1695003	0,2731499	0,1467733	
164,6000061	0,2021473	0,1511507	0,244468	0,1346297	
164,6400146	0,2361473	0,1662648	0,2819844	0,1574025	
164,6800079	0,2369289	0,1532032	0,2876566	0,138816	
164,7200012	0,2242243	0,1376116	0,2725501	0,1490379	
164,7600098	0,2249581	0,1705506	0,27051	0,1534921	
164,8000031	0,1994963	0,1561194	0,2340729	0,1259132	
164,8400116	0,2007409	0,1355962	0,2494639	0,141087	
164,8800049	0,2011945	0,15172	0,2378468	0,1498176	
164,9200134	0,2203991	0,157189	0,2617558	0,1436888	
164,9600067	0,2228848	0,1686374	0,2615818	0,146132	
165,0000153	0,2285485	0,1590485	0,2801573	0,1428453	
165,0400085	0,2102225	0,147018	0,2564265	0,1302228	
165,0800018	0,1993204	0,1493669	0,233682	0,1620222	
165,1200104	0,200098	0,1416278	0,2484727	0,1479653	
165,1600037	0,2132373	0,156215	0,2523595	0,1426036	
165,2000122	0,2153138	0,1588746	0,2589528	0,1493777	
165,2400055	0,1997206	0,1730522	0,21388	0,1578786	
165,280014	0,2125695	0,1553017	0,2499901	0,1287892	
165,3200073	0,2062674	0,1540401	0,2452133	0,1456679	
165,3600006	0,2129139	0,1561868	0,2575155	0,1495437	
165,4000092	0,2181542	0,1602116	0,2564586	0,1293842	
165,4400024	0,2094029	0,166028	0,2342591	0,1285026	
165,480011	0,2210307	0,1519361	0,2642304	0,136949	
165,5200043	0,1997739	0,1497321	0,2368603	0,1201691	
165,5600128	0,2242973	0,1497451	0,2818756	0,1197944	
165,6000061	0,2109574	0,1601809	0,2472648	0,1473977	
165,6400146	0,2113835	0,1522686	0,2510708	0,1317259	
165,6800079	0,2127908	0,1572762	0,257277	0,1155304	
165,7200012	0,2064109	0,1660362	0,238165	0,1226111	
165,7600098	0,2242982	0,1623056	0,2741349	0,1142894	
165,8000031	0,2025058	0,1496424	0,2409775	0,1040984	
165,8400116	0,2063289	0,1574914	0,2464839	0,1106355	
165,8800049	0,216977	0,1502037	0,2683489	0,1130322	
165,9200134	0,2219986	0,1509329	0,2813693	0,1315406	
165,9600067	0,2178957	0,1640378	0,2604222	0,1386744	
166,0000153	0,2198329	0,1568565	0,2699726	0,1098226	
166,0400085	0,2102941	0,1509212	0,2577972	0,1146484	
166,0800018	0,2066634	0,1589371	0,2444577	0,1156291	
166,1200104	0,2177328	0,1573066	0,2580239	0,11853	
166,1600037	0,2095776	0,1651126	0,2497375	0,1203354	
166,2000122	0,209783	0,159276	0,2422984	0,1349229	
166,2400055	0,2190159	0,163835	0,2572286	0,1163961	
166,280014	0,2328861	0,173706	0,2755775	0,1097941	
166,3200073	0,2274028	0,1806001	0,2550142	0,1343095	
166,3600006	0,2314473	0,1888998	0,2633945	0,1267891	
166,4000092	0,2312037	0,1873322	0,2582503	0,1440117	
166,4400024	0,2232748	0,1874806	0,2504794	0,1437588	
166,480011	0,228833	0,1972004	0,2484028	0,1545651	
166,5200043	0,2219558	0,1913942	0,2434101	0,1369302	
166,5600128	0,2287409	0,1881018	0,2577195	0,1329101	
166,6000061	0,231878	0,2016359	0,251063	0,1126638	
166,6400146	0,2235798	0,1872654	0,24873	0,1074526	
166,6800079	0,2137132	0,1871676	0,2385211	0,1245956	
166,7200012	0,243637	0,2122583	0,2655108	0,1114376	
166,7600098	0,2287529	0,2084531	0,242862	0,1236646	
166,8000031	0,2114302	0,189613	0,2246455	0,134856	
166,8400116	0,2275581	0,1953308	0,2484916	0,1345338	
166,8800049	0,2171526	0,1925073	0,2261382	0,1309582	
166,9200134	0,2098393	0,1898791	0,2235453	0,1120115	
166,9600067	0,2201976	0,1862274	0,2462719	0,1330369	
167,0000153	0,2170207	0,171869	0,2515212	0,1415681	
167,0400085	0,2301918	0,1720695	0,2664146	0,1167856	
167,0800018	0,2251379	0,1589659	0,2728509	0,1328924	
167,1200104	0,2220693	0,1690292	0,2623064	0,1313829	
167,1600037	0,215916	0,1642717	0,2552148	0,1409202	
167,2000122	0,2232827	0,1622773	0,2642976	0,1468902	
167,2400055	0,2278964	0,1622468	0,2674814	0,1337522	
167,280014	0,2247543	0,1580873	0,2696828	0,1380626	
167,3200073	0,214395	0,1649311	0,2509579	0,1479177	
167,3600006	0,2276497	0,1675195	0,2677609	0,1253787	
167,4000092	0,2514288	0,1780272	0,2968004	0,129473	
167,4400024	0,2450054	0,1855522	0,2768623	0,1511378	
167,480011	0,2384876	0,1878182	0,2610694	0,1257357	
167,5200043	0,2391477	0,185226	0,2741249	0,1447205	
167,5600128	0,2192604	0,1609278	0,253089	0,108077	
167,6000061	0,2065217	0,1587281	0,2414006	0,1262593	
167,6400146	0,2189991	0,1405464	0,2751732	0,1239446	
167,6800079	0,2226141	0,1585751	0,270332	0,1331645	
167,7200012	0,2098704	0,1563541	0,2491152	0,1187249	
167,7600098	0,2097509	0,1525601	0,2525295	0,1175349	
167,8000031	0,205699	0,1579171	0,2408769	0,1221184	
167,8400116	0,2249459	0,1723687	0,2648333	0,1204094	
167,8800049	0,2270607	0,1535333	0,2793267	0,1136381	
167,9200134	0,2254444	0,1591157	0,2650253	0,1304619	
167,9600067	0,24325	0,1802418	0,2827468	0,127872	
168,0000153	0,2333582	0,1867909	0,2640898	0,1480232	
168,0400085	0,2394968	0,1832163	0,2796189	0,1283186	
168,0800018	0,2382753	0,1851784	0,2721303	0,1134429	
168,1200104	0,2439162	0,196262	0,2801307	0,1285541	
168,1600037	0,2430602	0,1695697	0,302394	0,1351452	
168,2000122	0,229987	0,1672963	0,2758643	0,134838	
168,2400055	0,2387408	0,1572965	0,2954426	0,1513043	
168,280014	0,2397862	0,1516097	0,3018226	0,1358169	
168,3200073	0,233736	0,1656142	0,2899673	0,1257231	
168,3600006	0,2301434	0,1655232	0,2813994	0,1260635	
168,4000092	0,2300852	0,167894	0,2742017	0,1312669	
168,4400024	0,2482655	0,1630677	0,3088254	0,1250264	
168,480011	0,2313875	0,1559515	0,2868503	0,1439577	
168,5200043	0,2330134	0,1590293	0,2858784	0,1555561	
168,5600128	0,2271345	0,1481845	0,2853294	0,1492118	
168,6000061	0,2305962	0,1610466	0,2826676	0,1422254	
168,6400146	0,2107537	0,1487141	0,2584141	0,1319115	
168,6800079	0,2165653	0,163612	0,246273	0,1436761	
168,7200012	0,2221218	0,1626766	0,2644275	0,1303932	
168,7600098	0,2187779	0,1518201	0,2706842	0,1441938	
168,8000031	0,2187769	0,1496749	0,2718597	0,1347958	
168,8400116	0,2281756	0,1693789	0,2727883	0,1439417	
168,8800049	0,2305871	0,1733061	0,2731426	0,1463543	
168,9200134	0,2374546	0,1609528	0,2894828	0,1412236	
168,9600067	0,2301721	0,1556519	0,2825793	0,1662407	
169,0000153	0,2361633	0,1648154	0,2868866	0,1502538	
169,0400085	0,221678	0,1658897	0,2650861	0,1782607	
169,0800018	0,2187667	0,1604366	0,2576613	0,1496224	
169,1200104	0,2198829	0,1482849	0,2696094	0,13914	
169,1600037	0,2215665	0,1542425	0,2729941	0,1329377	
169,2000122	0,2289394	0,1459622	0,2936808	0,125947	
169,2400055	0,2190972	0,1703171	0,2574068	0,1293494	
169,280014	0,2234647	0,1663564	0,2702415	0,1332014	
169,3200073	0,2229771	0,1577085	0,2749486	0,1264319	
169,3600006	0,2259535	0,1621828	0,2731584	0,1203256	
169,4000092	0,2291075	0,1597723	0,2730931	0,104104	
169,4400024	0,2040599	0,1555907	0,2453887	0,1256118	
169,480011	0,2164417	0,1622062	0,259303	0,1218021	
169,5200043	0,2246872	0,1644481	0,270499	0,1260644	
169,5600128	0,218818	0,1508991	0,2707839	0,114307	
169,6000061	0,2084799	0,1399903	0,2551425	0,1279439	
169,6400146	0,2276177	0,1453905	0,2821749	0,1451428	
169,6800079	0,2179548	0,1383639	0,263489	0,1536133	
169,7200012	0,2026737	0,1310975	0,2518277	0,1398282	
169,7600098	0,2062435	0,126796	0,2536227	0,1585131	
169,8000031	0,20244	0,1327696	0,2541631	0,1599588	
169,8400116	0,214856	0,1489039	0,2610357	0,170335	
169,8800049	0,2234397	0,1470016	0,2799795	0,1548484	
169,9200134	0,2256674	0,1529425	0,2715209	0,1418785	
169,9600067	0,2222658	0,1583467	0,2743213	0,1768982	
170,0000153	0,2163357	0,1581134	0,2619586	0,1778468	
170,0400085	0,2142576	0,1447192	0,262398	0,149276	
170,0800018	0,2292207	0,1448905	0,2921976	0,1685335	
170,1200104	0,2388785	0,140511	0,3014894	0,1869614	
170,1600037	0,2327264	0,1563998	0,2894145	0,1473427	
170,2000122	0,2392374	0,1465642	0,301834	0,1257245	
170,2400055	0,2368844	0,1557665	0,2887272	0,1351153	
170,280014	0,2267223	0,1565649	0,279749	0,1526167	
170,3200073	0,2078113	0,1479981	0,2522606	0,1527315	
170,3600006	0,2274023	0,1616275	0,2747228	0,158802	
170,4000092	0,2328858	0,1550527	0,2908444	0,1327215	
170,4400024	0,2329702	0,1520142	0,2909274	0,1361254	
170,480011	0,2455429	0,1596737	0,3063806	0,1718596	
170,5200043	0,2463798	0,1566665	0,3063876	0,1611954	
170,5600128	0,235505	0,1538978	0,2892797	0,164642	
170,6000061	0,2382977	0,1567536	0,300385	0,155978	
170,6400146	0,2423454	0,1528368	0,302977	0,1451982	
170,6800079	0,2138246	0,1541121	0,2568462	0,1346884	
170,7200012	0,2138676	0,1286449	0,272346	0,1436094	
170,7600098	0,2300974	0,1486796	0,291787	0,146189	
170,8000031	0,2207715	0,1553095	0,2736709	0,1575066	
170,8400116	0,2182296	0,144108	0,2713141	0,1437375	
170,8800049	0,2150526	0,1527487	0,2634028	0,1475716	
170,9200134	0,2227058	0,1581845	0,2722817	0,1740072	
170,9600067	0,2229722	0,1565808	0,2725512	0,1495274	
171,0000153	0,2208638	0,1612353	0,2709771	0,144086	
171,0400085	0,224861	0,1526276	0,2764134	0,14896	
171,0800018	0,217648	0,150045	0,270846	0,149796	
171,1200104	0,2087518	0,1539027	0,2550812	0,1569946	
171,1600037	0,2185442	0,1602453	0,2625788	0,1635057	
171,2000122	0,2346034	0,1565318	0,2843853	0,1455632	
171,2400055	0,2385408	0,1538758	0,2989728	0,138099	
171,280014	0,2440558	0,1662115	0,3021257	0,1452724	
171,3200073	0,2524731	0,1562577	0,3020437	0,1364236	
171,3600006	0,245926	0,1564157	0,3059529	0,1308084	
171,4000092	0,2325116	0,1530135	0,2891498	0,1325997	
171,4400024	0,2514085	0,1526405	0,3185352	0,1177536	
171,480011	0,2396628	0,153115	0,2965059	0,140417	
171,5200043	0,2400014	0,1562867	0,2983215	0,1294408	
171,5600128	0,2494299	0,155967	0,3150189	0,1325966	
171,6000061	0,247517	0,1492066	0,3213757	0,1348425	
171,6400146	0,2605658	0,1499886	0,3258421	0,1317057	
171,6800079	0,2562515	0,1648411	0,3164971	0,1431516	
171,7200012	0,2456255	0,1519507	0,3099972	0,1524748	
171,7600098	0,2242909	0,1483072	0,2855353	0,1436717	
171,8000031	0,231086	0,1575798	0,2920505	0,1360513	
171,8400116	0,2394991	0,164759	0,2999726	0,1335917	
171,8800049	0,2493835	0,1732042	0,3004161	0,1373941	
171,9200134	0,2502536	0,170128	0,3067399	0,1425172	
171,9600067	0,2517874	0,1816337	0,3069893	0,1401614	
172,0000153	0,2535059	0,1734812	0,3155591	0,1608384	
172,0400085	0,2592467	0,1693524	0,3256277	0,1471515	
172,0800018	0,2606906	0,1662628	0,3309136	0,1465393	
172,1200104	0,2491108	0,1667316	0,3107718	0,1397353	
172,1600037	0,2670829	0,1729381	0,3311854	0,1372666	
172,2000122	0,2467693	0,1619394	0,3095384	0,129492	
172,2400055	0,2582669	0,1640635	0,3132473	0,1401038	
172,280014	0,2662329	0,1802158	0,3266919	0,1378863	
172,3200073	0,2453366	0,1709987	0,3041151	0,1656545	
172,3600006	0,250137	0,1566784	0,3149963	0,1630831	
172,4000092	0,2375144	0,1519809	0,2990874	0,1551684	
172,4400024	0,2463338	0,1542822	0,2963255	0,1522623	
172,480011	0,2402415	0,1387231	0,3020541	0,1385327	
172,5200043	0,2543972	0,159048	0,3200781	0,142903	
172,5600128	0,233706	0,1433563	0,2931385	0,1264633	
172,6000061	0,2223579	0,1523781	0,2718823	0,1370046	
172,6400146	0,2418893	0,1463061	0,301553	0,1233658	
172,6800079	0,237382	0,1409147	0,3055625	0,1282686	
172,7200012	0,2272975	0,1379431	0,2906962	0,1335452	
172,7600098	0,2260846	0,1438237	0,2755346	0,1550129	
172,8000031	0,2193452	0,1333303	0,2797852	0,1428001	
172,8400116	0,2319922	0,1336101	0,2858272	0,1442325	
172,8800049	0,2381267	0,1158141	0,3081324	0,1516515	
172,9200134	0,2321885	0,1233485	0,2998542	0,153589	
172,9600067	0,2131923	0,1305922	0,2603237	0,1484914	
173,0000153	0,2427675	0,1352736	0,3039379	0,1403531	
173,0400085	0,2331634	0,1319809	0,2969791	0,1317189	
173,0800018	0,2240137	0,1400358	0,2752221	0,1310429	
173,1200104	0,2218551	0,1294063	0,2792595	0,1267637	
173,1600037	0,2174285	0,134089	0,2687953	0,149342	
173,2000122	0,233218	0,1508215	0,2837336	0,1503587	
173,2400055	0,231943	0,1222334	0,2976817	0,1480504	
173,280014	0,2305429	0,1417482	0,2962823	0,1365513	
173,3200073	0,2365409	0,130463	0,3088758	0,1432233	
173,3600006	0,2345015	0,1422746	0,2877161	0,1521814	
