@TYPE	VH+VL	VH	VL	CD20
@	Y169A	Y169A	Y169A	Y169A
13,0800009	0,1381032	0,0865841	0,1555539	0,1413415
13,1200008	0,1435329	0,0923688	0,158181	0,1424674
13,1600008	0,1476107	0,087812	0,1633257	0,14205
13,2000008	0,1509973	0,1122589	0,174631	0,1347971
13,2400007	0,1545675	0,0977077	0,1823201	0,1370237
13,2800007	0,1535022	0,1106694	0,1632673	0,1272133
13,3200006	0,1688885	0,1060904	0,1663571	0,1330057
13,3600006	0,1511541	0,1050214	0,1617536	0,1345462
13,4000006	0,1561286	0,1086139	0,1586034	0,1424287
13,4400005	0,1547831	0,1008661	0,1683848	0,1312951
13,4800005	0,1603886	0,1006853	0,1665327	0,131419
13,5200005	0,1521847	0,1124607	0,1469189	0,1389387
13,5600004	0,1465291	0,1039039	0,1423659	0,1430107
13,6000004	0,1595392	0,1124271	0,1418249	0,1275541
13,6400003	0,1551774	0,118396	0,1449414	0,1327155
13,6800003	0,1372555	0,0985749	0,1617208	0,1380049
13,7200003	0,1505822	0,1008948	0,165464	0,1303276
13,7600002	0,1472465	0,1076293	0,1488148	0,1376559
13,8000002	0,1460419	0,102432	0,1427153	0,1327411
13,8400011	0,1595231	0,1088359	0,1524804	0,1396173
13,8800011	0,1423649	0,1057412	0,1464994	0,1365445
13,920001	0,1583799	0,1029613	0,1601596	0,1503337
13,960001	0,1524454	0,1105086	0,145686	0,1388437
14,000001	0,1402432	0,1016798	0,1499849	0,1386656
14,0400009	0,1496103	0,0877322	0,157289	0,1423286
14,0800009	0,1484008	0,0941126	0,1416131	0,1367193
14,1200008	0,1645719	0,110988	0,1407329	0,1473132
14,1600008	0,1516107	0,0904366	0,1560026	0,1532898
14,2000008	0,1581675	0,0925224	0,1692859	0,1620805
14,2400007	0,1521769	0,0976116	0,1732028	0,1616423
14,2800007	0,146248	0,0945173	0,1661789	0,1653922
14,3200006	0,1498593	0,0903522	0,1464138	0,1560402
14,3600006	0,1418976	0,0959935	0,1594367	0,1603314
14,4000006	0,1568072	0,0988006	0,1676182	0,1591454
14,4400005	0,1614793	0,1090622	0,1685226	0,1360448
14,4800005	0,1547902	0,1187827	0,1576002	0,1448896
14,5200005	0,1422818	0,0979208	0,1577124	0,1403989
14,5600004	0,1401624	0,08828	0,1526915	0,1374414
14,6000004	0,1466689	0,0749248	0,171198	0,1477332
14,6400003	0,1543194	0,0980087	0,1636402	0,1397189
14,6800003	0,1429991	0,0993911	0,1500286	0,1466185
14,7200003	0,1438647	0,0961186	0,1566707	0,1545802
14,7600002	0,1514826	0,0973386	0,155783	0,1477842
14,8000011	0,1384478	0,0850474	0,1620935	0,1499359
14,8400011	0,134566	0,0888298	0,1517511	0,150352
14,8800011	0,1250757	0,0891082	0,1387266	0,1585304
14,920001	0,1161095	0,0784768	0,1309727	0,1564219
14,960001	0,1407201	0,0832105	0,1669606	0,1587222
15,000001	0,1370574	0,1136955	0,1479407	0,1535147
15,0400009	0,1402989	0,1013687	0,1599488	0,1432712
15,0800009	0,1350413	0,1034914	0,1493604	0,1579773
15,1200008	0,132653	0,0984019	0,1560568	0,1750163
15,1600008	0,1333062	0,1148676	0,1439446	0,1657611
15,2000008	0,1337281	0,1021513	0,1563089	0,1558043
15,2400007	0,1404296	0,1130369	0,1398424	0,1540273
15,2800007	0,1576732	0,1205107	0,1531315	0,1525523
15,3200006	0,1478098	0,131135	0,1511011	0,1520612
15,3600006	0,1396308	0,1021935	0,149303	0,1478571
15,4000006	0,1421686	0,1113448	0,1454516	0,1492951
15,4400005	0,1459141	0,1242321	0,1568129	0,150781
15,4800005	0,1705332	0,1277677	0,1620539	0,1489163
15,5200005	0,1548175	0,1248287	0,1623193	0,1538188
15,5600004	0,147288	0,1190242	0,1674471	0,1641302
